iter	Passed	Remaining
137	4846	16224
138	4883	16197
139	4922	16173
140	4961	16151
141	4999	16125
142	5035	16093
143	5072	16063
144	5110	16037
145	5150	16016
146	5188	15990
147	5228	15967
148	5267	15942
149	5306	15918
150	5344	15892
151	5386	15876
152	5425	15851
153	5464	15825
154	5504	15802
155	5547	15788
156	5587	15766
157	5627	15743
158	5668	15722
159	5707	15695
160	5748	15674
161	5786	15645
162	5825	15618
163	5868	15601
164	5906	15572
165	5945	15544
166	5983	15515
167	6019	15479
168	6058	15450
169	6096	15421
170	6135	15391
171	6173	15360
172	6211	15330
173	6249	15301
174	6287	15268
175	6324	15237
176	6363	15207
177	6400	15173
178	6436	15138
179	6475	15110
180	6514	15080
181	6552	15049
182	6593	15023
183	6630	14991
184	6668	14958
185	6707	14930
186	6747	14901
187	6787	14874
188	6827	14846
189	6868	14821
190	6907	14791
191	6945	14758
192	6983	14726
193	7021	14694
194	7061	14665
195	7098	14632
196	7137	14602
197	7177	14573
198	7216	14541
199	7256	14513
200	7297	14485
201	7335	14453
202	7373	14419
203	7411	14386
204	7451	14357
205	7489	14323
206	7530	14296
207	7569	14265
208	7607	14232
209	7646	14200
210	7684	14167
211	7721	14132
212	7759	14097
213	7795	14061
214	7833	14027
215	7870	13991
216	7905	13953
217	7941	13916
218	7977	13878
219	8014	13844
220	8051	13807
221	8086	13769
222	8124	13734
223	8160	13698
224	8196	13661
225	8234	13627
226	8271	13590
227	8306	13552
228	8342	13515
229	8377	13477
230	8415	13442
231	8451	13406
232	8491	13374
233	8528	13339
234	8565	13304
235	8603	13269
236	8640	13233
237	8675	13196
238	8712	13160
239	8749	13124
240	8787	13089
241	8822	13052
242	8860	13016
243	8896	12979
244	8932	12943
245	8968	12906
246	9005	12869
247	9041	12833
248	9078	12797
249	9116	12762
250	9153	12726
251	9189	12690
252	9226	12654
253	9268	12625
254	9305	12589
255	9341	12552
256	9376	12514
257	9416	12482
258	9456	12450
259	9494	12415
260	9532	12380
261	9571	12348
262	9608	12312
263	9646	12277
264	9684	12242
265	9721	12207
266	9758	12170
267	9795	12135
268	9831	12097
269	9866	12059
270	9902	12022
271	9939	11985
272	9977	11951
273	10015	11915
274	10053	11881
275	10090	11845
276	10128	11809
277	10164	11773
278	10202	11737
279	10238	11701
280	10274	11663
281	10311	11627
282	10348	11592
283	10384	11554
284	10419	11516
285	10458	11482
286	10498	11449
287	10535	11413
288	10571	11376
289	10607	11339
290	10644	11303
291	10681	11267
292	10720	11232
293	10756	11195
294	10793	11159
295	10833	11125
296	10869	11089
297	10906	11053
298	10943	11016
299	10981	10981
300	11017	10944
301	11054	10907
302	11093	10873
303	11130	10837
304	11167	10801
305	11203	10764
306	11240	10727
307	11277	10691
308	11314	10655
309	11350	10618
310	11387	10581
311	11423	10544
312	11458	10506
313	11493	10468
314	11529	10431
315	11565	10394
316	11601	10356
317	11639	10321
318	11677	10286
319	11713	10249
320	11748	10211
321	11784	10174
322	11819	10136
323	11854	10098
324	11889	10060
325	11924	10022
326	11960	9985
327	11996	9948
328	12032	9911
329	12070	9875
330	12107	9839
331	12143	9802
332	12177	9764
333	12213	9726
334	12248	9689
335	12284	9652
336	12321	9615
337	12356	9578
338	12393	9542
339	12430	9505
340	12467	9469
341	12504	9433
342	12542	9397
343	12580	9362
344	12617	9326
345	12653	9288
346	12689	9252
347	12726	9215
348	12770	9184
349	12807	9148
350	12844	9112
351	12880	9075
352	12917	9038
353	12953	9001
354	12993	8967
355	13034	8933
356	13073	8898
357	13115	8865
358	13154	8830
359	13195	8796
360	13237	8763
361	13277	8729
362	13323	8698
363	13370	8668
364	13408	8632
365	13445	8596
366	13483	8560
367	13522	8524
368	13557	8487
369	13593	8450
370	13631	8414
371	13667	8377
372	13705	8340
373	13742	8304
374	13778	8267
375	13815	8230
376	13851	8193
377	13888	8157
378	13926	8120
379	13963	8084
380	14000	8047
381	14037	8010
382	14074	7974
383	14117	7940
384	14156	7905
385	14214	7880
386	14259	7848
387	14300	7813
388	14339	7777
389	14384	7745
390	14425	7710
391	14465	7675
392	14501	7637
393	14529	7596
394	14557	7554
395	14586	7514
396	14613	7472
397	14641	7430
398	14669	7390
399	14698	7349
400	14726	7308
401	14753	7266
402	14782	7226
403	14808	7184
404	14831	7141
405	14854	7097
406	14878	7055
407	14902	7012
408	14929	6971
409	14957	6931
410	14985	6891
411	15016	6852
412	15044	6812
413	15070	6770
414	15099	6731
415	15124	6689
416	15149	6648
417	15174	6606
418	15199	6565
419	15224	6524
420	15247	6483
421	15272	6441
422	15296	6400
423	15319	6359
424	15343	6317
425	15369	6277
426	15394	6236
427	15419	6196
428	15443	6155
429	15468	6115
430	15491	6074
431	15516	6034
432	15542	5994
433	15567	5954
434	15591	5913
435	15615	5873
436	15639	5833
437	15662	5793
438	15687	5753
439	15711	5713
440	15736	5673
441	15761	5634
442	15790	5596
443	15818	5557
444	15847	5520
445	15881	5483
446	15923	5450
447	15956	5413
448	15985	5376
449	16016	5338
450	16041	5299
451	16067	5261
452	16093	5222
453	16119	5183
454	16144	5145
455	16169	5106
456	16192	5066
457	16218	5028
458	16244	4990
459	16271	4952
460	16298	4914
461	16325	4876
462	16352	4838
463	16379	4800
464	16404	4762
465	16430	4724
466	16456	4686
467	16481	4648
468	16504	4610
469	16528	4571
470	16552	4533
471	16574	4494
472	16598	4456
473	16621	4418
474	16644	4380
475	16667	4342
476	16689	4303
477	16713	4265
478	16735	4227
479	16757	4189
480	16781	4151
481	16804	4114
482	16826	4076
483	16850	4038
484	16874	4001
485	16897	3963
486	16921	3926
487	16944	3888
488	16967	3851
489	16990	3814
490	17013	3776
491	17039	3740
492	17065	3703
493	17087	3666
494	17112	3629
495	17136	3593
496	17159	3556
497	17182	3519
498	17204	3482
499	17227	3445
500	17249	3408
501	17271	3371
502	17294	3335
503	17317	3298
504	17340	3261
505	17363	3225
506	17387	3189
507	17410	3153
508	17433	3116
509	17457	3080
510	17481	3044
511	17515	3010
512	17545	2975
513	17573	2940
514	17598	2904
515	17624	2869
516	17652	2833
517	17680	2798
518	17708	2763
519	17742	2729
520	17787	2697
521	17824	2663
522	17856	2628
523	17887	2594
524	17920	2560
525	17953	2525
526	17984	2491
527	18017	2456
528	18050	2422
529	18086	2388
530	18130	2355
531	18168	2322
532	18206	2288
533	18243	2254
534	18279	2220
535	18311	2186
536	18346	2152
537	18377	2117
538	18408	2083
539	18438	2048
540	18470	2014
541	18499	1979
542	18525	1944
543	18550	1909
544	18575	1874
545	18599	1839
546	18622	1804
547	18646	1769
548	18669	1734
549	18698	1699
550	18730	1665
551	18759	1631
552	18783	1596
553	18807	1561
554	18831	1526
555	18856	1492
556	18879	1457
557	18902	1422
558	18928	1388
559	18962	1354
560	19008	1321
561	19059	1288
562	19100	1255
563	19144	1222
564	19185	1188
565	19229	1155
566	19274	1121
567	19320	1088
568	19365	1055
569	19408	1021
570	19445	987
571	19480	953
572	19518	919
573	19553	885
574	19589	851
575	19625	817
576	19662	783
577	19698	749
578	19732	715
579	19768	681
580	19804	647
581	19840	613
582	19875	579
583	19909	545
584	19945	511
585	19981	477
586	20016	443
587	20052	409
588	20088	375
589	20124	341
590	20160	307
591	20196	272
592	20231	238
593	20266	204
594	20302	170
595	20337	136
596	20374	102
597	20410	68
598	20447	34
599	20487	0
